,id,alias,name,is_closed,review_count,rating,distance,Category,Latitude,Longitude,zip_code,Review
35,m0neGIYklEuLd3lMaQvBTw,the-stable-bristol,The Stable,FALSE,20,4,1310.288802,['Pizza'],51.45162009,-2.598212957,BS1 5TX,really nice relaxed atmosphere comfortably busy without crowded good attentive service good selection pies great tasty pizzas
36,87iv1lAwtnpBk6ymjmUqnw,la-ruca-bristol,La Ruca,FALSE,20,4.3,1269.466964,"['Latin American', 'Home & Garden', 'Coffee & Tea']",51.472208,-2.591468,BS7 8AS,one favourite shops gloucester road la ruca filled ethical tasty treats among stock whole host herbal teas
36,87iv1lAwtnpBk6ymjmUqnw,la-ruca-bristol,La Ruca,FALSE,20,4.3,1269.466964,"['Latin American', 'Home & Garden', 'Coffee & Tea']",51.472208,-2.591468,BS7 8AS,good place take vegan/veggy friends light lunch coffee cake cafe carries hippie feel shop downstairs using organic
36,87iv1lAwtnpBk6ymjmUqnw,la-ruca-bristol,La Ruca,FALSE,20,4.3,1269.466964,"['Latin American', 'Home & Garden', 'Coffee & Tea']",51.472208,-2.591468,BS7 8AS,family run place gloucester road hippyish health food shop café shop pretty good almost everything fair trade organic
37,pBPvu5IcchajoZtIoT6klA,cosy-club-bristol,Cosy Club,FALSE,11,4,953.8908301,"['British', 'Bars', 'Cafes']",51.454191,-2.595138,BS1 1HT,kind stumbled place atmosphere restaurant fantastic former bank stock exchange phenomenal
37,pBPvu5IcchajoZtIoT6klA,cosy-club-bristol,Cosy Club,FALSE,11,4,953.8908301,"['British', 'Bars', 'Cafes']",51.454191,-2.595138,BS1 1HT,first entered grand old bank cosy club last week breakfast promised would return dinner evening
37,pBPvu5IcchajoZtIoT6klA,cosy-club-bristol,Cosy Club,FALSE,11,4,953.8908301,"['British', 'Bars', 'Cafes']",51.454191,-2.595138,BS1 1HT,last night fourth visit cosy club breakfast x2 dinner evening drink visit really enjoyable starters lovely
38,HHeTv6LlEK57lV9yHCmHfQ,no-1-harbourside-bristol,No.1 Harbourside,FALSE,13,4,1376.823497,"['Lounges', 'British']",51.45091232,-2.598253851,BS1 5UH,looking water sit outside enjoy night air go inside candles adorn tables bands entertain weekend
38,HHeTv6LlEK57lV9yHCmHfQ,no-1-harbourside-bristol,No.1 Harbourside,FALSE,13,4,1376.823497,"['Lounges', 'British']",51.45091232,-2.598253851,BS1 5UH,couple times drinks snacks friend always happening good buzz conversation hit-and-miss table service
38,HHeTv6LlEK57lV9yHCmHfQ,no-1-harbourside-bristol,No.1 Harbourside,FALSE,13,4,1376.823497,"['Lounges', 'British']",51.45091232,-2.598253851,BS1 5UH,hipster restaurant uk us place best beer self place visiting uk time visited
39,uTRMnrdHhv1weZj3Fg5mcQ,severnshed-restaurant-bristol,Severnshed Restaurant,FALSE,26,3.7,1435.390793,"['British', 'Cocktail Bars']",51.44892883,-2.595226049,BS1 4RB,severn shed one bristol smarter venues half shed much classier sounds cocktail bar half restaurant
39,uTRMnrdHhv1weZj3Fg5mcQ,severnshed-restaurant-bristol,Severnshed Restaurant,FALSE,26,3.7,1435.390793,"['British', 'Cocktail Bars']",51.44892883,-2.595226049,BS1 4RB,severn shed lovely little restaurant tucked away behind queen square things located harbour excited visit
39,uTRMnrdHhv1weZj3Fg5mcQ,severnshed-restaurant-bristol,Severnshed Restaurant,FALSE,26,3.7,1435.390793,"['British', 'Cocktail Bars']",51.44892883,-2.595226049,BS1 4RB,jolly nice spot riverside extraordinarily friendly service delicious food great lamb cacciatore great atmosphere although would suggest
40,boH1cQN_Xm3-eO1AbdUK9w,gallimaufry-bishopston,Gallimaufry,FALSE,6,4.7,1239.543867,"['Restaurants', 'Lounges']",51.47197992,-2.59204656,BS7 8AL,twice drinks food music great bar menu really mixed great veggie vegan options best food
40,boH1cQN_Xm3-eO1AbdUK9w,gallimaufry-bishopston,Gallimaufry,FALSE,6,4.7,1239.543867,"['Restaurants', 'Lounges']",51.47197992,-2.59204656,BS7 8AL,wow place fabulous tapas really tapas like selection modern european tasting menu items dish came presented
40,boH1cQN_Xm3-eO1AbdUK9w,gallimaufry-bishopston,Gallimaufry,FALSE,6,4.7,1239.543867,"['Restaurants', 'Lounges']",51.47197992,-2.59204656,BS7 8AL,gallimaufry means confused jumble medley things exactly 'll find good way gallimaufry one
41,SIaZb9iw4VgBDNHOp6FDaA,tobacco-factory-bristol,Tobacco Factory,FALSE,40,4,2768.132707,"['Music Venues', 'Mediterranean', 'Performing Arts']",51.44246287,-2.613517619,BS3 1TF,away city centre run-of-the-mill southville tobacco factory theatre unlikely found straight away visitor city
41,SIaZb9iw4VgBDNHOp6FDaA,tobacco-factory-bristol,Tobacco Factory,FALSE,40,4,2768.132707,"['Music Venues', 'Mediterranean', 'Performing Arts']",51.44246287,-2.613517619,BS3 1TF,named original use building actually met people drinking used work cigarette company tobacco factory
41,SIaZb9iw4VgBDNHOp6FDaA,tobacco-factory-bristol,Tobacco Factory,FALSE,40,4,2768.132707,"['Music Venues', 'Mediterranean', 'Performing Arts']",51.44246287,-2.613517619,BS3 1TF,review limited cafe overpriced either quality creativity needs come prices need come
42,uAi0wrGPnFmFqxMnW36T7Q,the-lanes-bristol,The Lanes,FALSE,23,3.8,677.991861,"['Bowling', 'Dance Clubs', 'Diners']",51.45645377,-2.593352795,BS1 2LE,staff took away drink front left side got kicked told drink example rude
42,uAi0wrGPnFmFqxMnW36T7Q,the-lanes-bristol,The Lanes,FALSE,23,3.8,677.991861,"['Bowling', 'Dance Clubs', 'Diners']",51.45645377,-2.593352795,BS1 2LE,love lanes everything bowling karaoke pizza music great selection booze vintage clothes boutique great club night every
42,uAi0wrGPnFmFqxMnW36T7Q,the-lanes-bristol,The Lanes,FALSE,23,3.8,677.991861,"['Bowling', 'Dance Clubs', 'Diners']",51.45645377,-2.593352795,BS1 2LE,still surprises lanes came along couple years ago bowling alleys heart bristol nearest drive
43,6U3cJMNisiXv42EyM3RNEA,spyglass-the-brothers-burger-bristol,Spyglass: The Brothers Burger,FALSE,30,3.6,1065.72991,"['Mediterranean', 'Barbeque']",51.452254,-2.5926509,BS1 4SB,competition upmarket burger bars fierce days 'three brothers burgers one latest additions reinventions bristol
43,6U3cJMNisiXv42EyM3RNEA,spyglass-the-brothers-burger-bristol,Spyglass: The Brothers Burger,FALSE,30,3.6,1065.72991,"['Mediterranean', 'Barbeque']",51.452254,-2.5926509,BS1 4SB,moving bristol realise fun could barge drink cider go night club meal floating
43,6U3cJMNisiXv42EyM3RNEA,spyglass-the-brothers-burger-bristol,Spyglass: The Brothers Burger,FALSE,30,3.6,1065.72991,"['Mediterranean', 'Barbeque']",51.452254,-2.5926509,BS1 4SB,spyglass offers simple tasty food nice outdoors ish location bascially set boat welshback seats spilling onto
44,ixPpYmSyt9w_F7yS1zCp8g,fishers-restaurant-bristol,Fishers Restaurant,FALSE,21,4.1,2440.650853,"['Seafood', 'Fish & Chips']",51.45434923,-2.620728415,BS8 4BX,food excellent enjoyed seafood selection fresh delicious however ca say would go way come
44,ixPpYmSyt9w_F7yS1zCp8g,fishers-restaurant-bristol,Fishers Restaurant,FALSE,21,4.1,2440.650853,"['Seafood', 'Fish & Chips']",51.45434923,-2.620728415,BS8 4BX,disappointing anniversary meal us cod chips chips like ends potato service poor
44,ixPpYmSyt9w_F7yS1zCp8g,fishers-restaurant-bristol,Fishers Restaurant,FALSE,21,4.1,2440.650853,"['Seafood', 'Fish & Chips']",51.45434923,-2.620728415,BS8 4BX,fantastic super accommodating gf fish chips menu day made son anyway great service
45,NIe00hQ_Qk5DLZNFKuxL2w,atomic-burger-bristol,Atomic Burger,FALSE,12,4.3,1548.733803,"['Burgers', 'Fast Food']",51.4749513,-2.591166,BS7 8BG,atomic burger serves great combination delicious burgers quirky decor mega milkshakes i-need-one-of-those cocktails based middle
45,NIe00hQ_Qk5DLZNFKuxL2w,atomic-burger-bristol,Atomic Burger,FALSE,12,4.3,1548.733803,"['Burgers', 'Fast Food']",51.4749513,-2.591166,BS7 8BG,place never fails decor colourful crazy comic book wallpaper 80 cartoon characters everywhere even scalextric track
45,NIe00hQ_Qk5DLZNFKuxL2w,atomic-burger-bristol,Atomic Burger,FALSE,12,4.3,1548.733803,"['Burgers', 'Fast Food']",51.4749513,-2.591166,BS7 8BG,epic place eat like burgers comic book/ retro things place many choices eating
46,4oTHw-aVM3O5ZH60rABtbQ,thali-cafe-montpelier-bristol,Thali Cafe -Montpelier,FALSE,21,4,645.7445847,"['Indian', 'Pakistani']",51.46701903,-2.586443648,BS6 5QE,nothing like wandering around city stumbling upon new joint used pass location frenchy cafe see
46,4oTHw-aVM3O5ZH60rABtbQ,thali-cafe-montpelier-bristol,Thali Cafe -Montpelier,FALSE,21,4,645.7445847,"['Indian', 'Pakistani']",51.46701903,-2.586443648,BS6 5QE,since eaten thali café montpelier preferring ease get easton one well people watching
46,4oTHw-aVM3O5ZH60rABtbQ,thali-cafe-montpelier-bristol,Thali Cafe -Montpelier,FALSE,21,4,645.7445847,"['Indian', 'Pakistani']",51.46701903,-2.586443648,BS6 5QE,one established thalis bristol montpelier branch one restricted regards food choice previously vegetarian although
47,PclcEq72j1TZgX0VIevTUg,teohs-oriental-supermarket-and-restaurant-bristol-2,Teoh's Oriental Supermarket & Restaurant,FALSE,18,4.2,819.0950952,"['Asian Fusion', 'Grocery', 'Japanese']",51.466319,-2.578724,BS2 9NP,food layout bristolian fave extremely simple interior long rows wooden benches evokes memories school dinners
47,PclcEq72j1TZgX0VIevTUg,teohs-oriental-supermarket-and-restaurant-bristol-2,Teoh's Oriental Supermarket & Restaurant,FALSE,18,4.2,819.0950952,"['Asian Fusion', 'Grocery', 'Japanese']",51.466319,-2.578724,BS2 9NP,teoh great really driven past many times admired adjoining supermarket one rainy night finally made
47,PclcEq72j1TZgX0VIevTUg,teohs-oriental-supermarket-and-restaurant-bristol-2,Teoh's Oriental Supermarket & Restaurant,FALSE,18,4.2,819.0950952,"['Asian Fusion', 'Grocery', 'Japanese']",51.466319,-2.578724,BS2 9NP,one better places st paul offer unique format cornering many sections market
48,o0I48B9se_hXuXcz04tawQ,las-iguanas-bristol-4,Las Iguanas,FALSE,33,3.6,1500.598741,"['Latin American', 'Cuban', 'Cocktail Bars']",51.450162,-2.59966,BS1 5UH,partner went casual mid week meal resturant based cribbs causeway cinema complex hasnt open long
48,o0I48B9se_hXuXcz04tawQ,las-iguanas-bristol-4,Las Iguanas,FALSE,33,3.6,1500.598741,"['Latin American', 'Cuban', 'Cocktail Bars']",51.450162,-2.59966,BS1 5UH,located explore lane anchors square iguana serves authentic latin american food full spice flavour recently picked award
48,o0I48B9se_hXuXcz04tawQ,las-iguanas-bristol-4,Las Iguanas,FALSE,33,3.6,1500.598741,"['Latin American', 'Cuban', 'Cocktail Bars']",51.450162,-2.59966,BS1 5UH,great food fast friendly service alicia food amazing peanut/lime chicken crawfish found 2 tiny tails amazing flavor tasty green beans
49,JmMnT_9cFX2oEgxQHAFq4g,don-giovannis-restaurant-bristol,Don Giovanni's Restaurant,FALSE,11,4.1,1473.897527,['Italian'],51.447936,-2.583225,BS1 6PW,interior cozy plenty seating groups sizes menu covers wide range different food items pizza pasta
49,JmMnT_9cFX2oEgxQHAFq4g,don-giovannis-restaurant-bristol,Don Giovanni's Restaurant,FALSE,11,4.1,1473.897527,['Italian'],51.447936,-2.583225,BS1 6PW,hidden gem absolutely one best restaurants find history behind warms heart get around writing first
49,JmMnT_9cFX2oEgxQHAFq4g,don-giovannis-restaurant-bristol,Don Giovanni's Restaurant,FALSE,11,4.1,1473.897527,['Italian'],51.447936,-2.583225,BS1 6PW,great pizza great service great place stopped waiting train absolutely regrets
50,kAr8TkKBKiCRjV6cT7_uVg,the-ox-bristol,The Ox,FALSE,6,5,889.9206473,['British'],51.4544715,-2.5941468,BS1 1HT,ate place two days row good couple days bristol days spent meetings
50,kAr8TkKBKiCRjV6cT7_uVg,the-ox-bristol,The Ox,FALSE,6,5,889.9206473,['British'],51.4544715,-2.5941468,BS1 1HT,tuck discretely basement feeling space warm inviting perfect couple mates enjoy great wine list
50,kAr8TkKBKiCRjV6cT7_uVg,the-ox-bristol,The Ox,FALSE,6,5,889.9206473,['British'],51.4544715,-2.5941468,BS1 1HT,know big claim 'd go far say place bristol best restaurant run team behind milk thistle hyde co ox
51,79yEn10u-poxItl9lMoDCA,grain-barge-bristol,Grain Barge,FALSE,16,4.2,2135.606494,"['Bars', 'Modern European', 'Music Venues']",51.44938,-2.61378,BS8 4RU,striking beautiful setting big boat tables bar seats water excellent bar usual english pub vast array dozen good
51,79yEn10u-poxItl9lMoDCA,grain-barge-bristol,Grain Barge,FALSE,16,4.2,2135.606494,"['Bars', 'Modern European', 'Music Venues']",51.44938,-2.61378,BS8 4RU,grain barge perfect spot well earned pint stroll along bristol waterfront usually pop pints got food
51,79yEn10u-poxItl9lMoDCA,grain-barge-bristol,Grain Barge,FALSE,16,4.2,2135.606494,"['Bars', 'Modern European', 'Music Venues']",51.44938,-2.61378,BS8 4RU,times restaurant come enjoy beers tuesday sunday 12noon 11.30pm restaurant
52,BQsLFBqmLQALQODnYr6jNw,turtle-bay-bristol,Turtle Bay,FALSE,20,3.7,1129.082264,['Restaurants'],51.4530293,-2.5968787,BS1 4DA,wish read reviews coming came eat minutes servers acknowledged presence told
52,BQsLFBqmLQALQODnYr6jNw,turtle-bay-bristol,Turtle Bay,FALSE,20,3.7,1129.082264,['Restaurants'],51.4530293,-2.5968787,BS1 4DA,food really yum portion much bigger expecting liked offered vegan chickpea jerk wrap massive still
52,BQsLFBqmLQALQODnYr6jNw,turtle-bay-bristol,Turtle Bay,FALSE,20,3.7,1129.082264,['Restaurants'],51.4530293,-2.5968787,BS1 4DA,place changed life went friend work one night dinner ordered 'rum runner adamant hated rum
53,LSNcInnpt20XpQV-LYx12Q,flour-and-ash-bristol,Flour & Ash,FALSE,12,4.3,925.1715113,['Pizza'],51.4687233,-2.5929635,BS6 5QX,flour ash naughty little pizza joint know 're got mad skills mad skills general ambiance friendly
53,LSNcInnpt20XpQV-LYx12Q,flour-and-ash-bristol,Flour & Ash,FALSE,12,4.3,925.1715113,['Pizza'],51.4687233,-2.5929635,BS6 5QX,love pizza love gloucester road love flour ash since found small pizza place absolutely loved
53,LSNcInnpt20XpQV-LYx12Q,flour-and-ash-bristol,Flour & Ash,FALSE,12,4.3,925.1715113,['Pizza'],51.4687233,-2.5929635,BS6 5QX,recently made first visit flour ash partner birthday wanted place bit different cater big groups casual
54,catY8utCUbQhYODZjYw4Pg,urban-standard-bristol,Urban Standard,FALSE,9,4.1,1190.886253,"['Bars', 'New American']",51.4714763,-2.5923107,BS7 8AD,really liked urban standard popped quite early saturday night really easy get table although filled quite soon
54,catY8utCUbQhYODZjYw4Pg,urban-standard-bristol,Urban Standard,FALSE,9,4.1,1190.886253,"['Bars', 'New American']",51.4714763,-2.5923107,BS7 8AD,primarily gets five stars gin selection staff although food looks pretty insanely good would one picks
54,catY8utCUbQhYODZjYw4Pg,urban-standard-bristol,Urban Standard,FALSE,9,4.1,1190.886253,"['Bars', 'New American']",51.4714763,-2.5923107,BS7 8AD,10 us made much overdue first visit urban standard last week absolutely loved understated outside big black sign
55,h0NEfygqCXpUKNb6JUa6OQ,rosemarino-bristol,Rosemarino,FALSE,11,4.2,1954.744135,['Italian'],51.45449843,-2.613339794,BS8 1AH,simple breakfast spot way suspension bridge eggs florentine best good like
55,h0NEfygqCXpUKNb6JUa6OQ,rosemarino-bristol,Rosemarino,FALSE,11,4.2,1954.744135,['Italian'],51.45449843,-2.613339794,BS8 1AH,rosemarino yet eating nuggets cardboard box imagine philistine rosemarino real
55,h0NEfygqCXpUKNb6JUa6OQ,rosemarino-bristol,Rosemarino,FALSE,11,4.2,1954.744135,['Italian'],51.45449843,-2.613339794,BS8 1AH,wanted like space felt sparse cold food fine server distracted 'll go back may revise others seem
56,m_2XcQJsIs6Lu5Np6pG6uA,primrose-café-and-bistro-bristol-2,Primrose Café and Bistro,FALSE,30,3.6,2242.221807,"['British', 'Sandwiches', 'French']",51.45532976,-2.618224265,BS8 4AA,lunch lovely little cafe great croque madame incredible life including france
56,m_2XcQJsIs6Lu5Np6pG6uA,primrose-café-and-bistro-bristol-2,Primrose Café and Bistro,FALSE,30,3.6,2242.221807,"['British', 'Sandwiches', 'French']",51.45532976,-2.618224265,BS8 4AA,residents clifton consider shall put slightly refined parts city people
56,m_2XcQJsIs6Lu5Np6pG6uA,primrose-café-and-bistro-bristol-2,Primrose Café and Bistro,FALSE,30,3.6,2242.221807,"['British', 'Sandwiches', 'French']",51.45532976,-2.618224265,BS8 4AA,extremely charming little tea cafe perfectly suited surroundings popular quaint cafe perfect people
57,yGAh93nZmljeGyGusEPUng,the-mayflower-chinese-restaurant-bristol,The Mayflower Chinese Restaurant,FALSE,8,4.3,367.0149379,['Chinese'],51.45944977,-2.591734886,BS1 3LN,mediocre taste fried rice average convenient staying city centre wouldnt go way eat
57,yGAh93nZmljeGyGusEPUng,the-mayflower-chinese-restaurant-bristol,The Mayflower Chinese Restaurant,FALSE,8,4.3,367.0149379,['Chinese'],51.45944977,-2.591734886,BS1 3LN,excellent authentic chinese food middle bristol open late
57,yGAh93nZmljeGyGusEPUng,the-mayflower-chinese-restaurant-bristol,The Mayflower Chinese Restaurant,FALSE,8,4.3,367.0149379,['Chinese'],51.45944977,-2.591734886,BS1 3LN,hands best chinese bristol never get disappointed coming mayflower service always really quick attentive food
58,ymg6HSZxMJn4hKJwBVKCjg,street-food-bristol-3,Street Food,FALSE,18,4.6,1169.70308,['Thai'],51.4711509,-2.5927134,BS7 8AD,quick authentic delicious often find places frills serve best food exception reasonably priced
58,ymg6HSZxMJn4hKJwBVKCjg,street-food-bristol-3,Street Food,FALSE,18,4.6,1169.70308,['Thai'],51.4711509,-2.5927134,BS7 8AD,super casual super tasty thai food thai pan renamed 'street food think reflect new day/lunch menu
58,ymg6HSZxMJn4hKJwBVKCjg,street-food-bristol-3,Street Food,FALSE,18,4.6,1169.70308,['Thai'],51.4711509,-2.5927134,BS7 8AD,steamy little restaurant place come 're authentic thai cuisine think noodles thai curry noodle soup etc small
59,4FAW4z2PAdygFux8yMVrUA,small-st-espresso-bristol-3,Small St Espresso,FALSE,9,4.8,869.9174666,"['Coffee & Tea', 'Cafes']",51.4547985,-2.5944171,BS1 1DW,specialty coffee shop bristol overrated hype deserved brick-walled small space tucked small street near st nicholas
59,4FAW4z2PAdygFux8yMVrUA,small-st-espresso-bristol-3,Small St Espresso,FALSE,9,4.8,869.9174666,"['Coffee & Tea', 'Cafes']",51.4547985,-2.5944171,BS1 1DW,great coffee lovely part bristol cute space sit relax also snacks/cakes/toast etc would recommend people seek good coffees
59,4FAW4z2PAdygFux8yMVrUA,small-st-espresso-bristol-3,Small St Espresso,FALSE,9,4.8,869.9174666,"['Coffee & Tea', 'Cafes']",51.4547985,-2.5944171,BS1 1DW,best latte ever fact arrived yesterday half hour early meeting threw bag studied pretty extensive menu
60,GD4LnZN5mNbmVrTYngog4Q,watershed-cafe-bar-bristol,Watershed Cafe Bar,FALSE,14,3.9,1253.551243,"['Cafes', 'Coffee & Tea']",51.45217763,-2.598052305,BS1 5TX,love watershed first movie theater foreign independent cinema arty thoughtful watershed also
60,GD4LnZN5mNbmVrTYngog4Q,watershed-cafe-bar-bristol,Watershed Cafe Bar,FALSE,14,3.9,1253.551243,"['Cafes', 'Coffee & Tea']",51.45217763,-2.598052305,BS1 5TX,breakfast poorly presented plain bowl unusual scrambled egg toast bread used toast value money eggs
60,GD4LnZN5mNbmVrTYngog4Q,watershed-cafe-bar-bristol,Watershed Cafe Bar,FALSE,14,3.9,1253.551243,"['Cafes', 'Coffee & Tea']",51.45217763,-2.598052305,BS1 5TX,met friend lunch watershed cafe today watershed many times mainly either drink go cinema
61,RqdpDTOA75atp3OVC8pnMw,the-white-bear-bristol-3,The White Bear,FALSE,23,3.6,991.3955225,"['Pubs', 'British']",51.460467,-2.601608,BS2 8BS,make mistake prominent student pub deals happy hours loud music evenings large groups students night
61,RqdpDTOA75atp3OVC8pnMw,the-white-bear-bristol-3,The White Bear,FALSE,23,3.6,991.3955225,"['Pubs', 'British']",51.460467,-2.601608,BS2 8BS,someone decided get lifesize model polar bear put entrance pub much trouble finding
61,RqdpDTOA75atp3OVC8pnMw,the-white-bear-bristol-3,The White Bear,FALSE,23,3.6,991.3955225,"['Pubs', 'British']",51.460467,-2.601608,BS2 8BS,nooo gone gastro nightmare like remember pub used curry house upstairs pub staff used let bring
62,wGNHktz3T4yuVagmQ9U2Lg,hope-and-anchor-bristol,Hope & Anchor,FALSE,15,4.3,1799.93514,"['Pubs', 'British']",51.45318636,-2.609819764,BS8 1DR,tucked away relatively residential area hope anchor exactly advertise presence fact diehard clientele regulars
62,wGNHktz3T4yuVagmQ9U2Lg,hope-and-anchor-bristol,Hope & Anchor,FALSE,15,4.3,1799.93514,"['Pubs', 'British']",51.45318636,-2.609819764,BS8 1DR,well known enough rude rhyming nickname 'll leave imagination hope anchor sits looking slightly lonely jacobs wells
62,wGNHktz3T4yuVagmQ9U2Lg,hope-and-anchor-bristol,Hope & Anchor,FALSE,15,4.3,1799.93514,"['Pubs', 'British']",51.45318636,-2.609819764,BS8 1DR,real drinkers pub nice range beers real ales along obligatory lagers decent premium ones boot
63,YaQy0heRz5J-TL04EKAFTw,pizza-express-bristol-5,Pizza Express,FALSE,14,4.2,937.2526145,['Pizza'],51.454376,-2.5948026,BS1 1HT,went bristol got super hungry patience look nice restaurant hahaha got familiar pizza said like cheese
63,YaQy0heRz5J-TL04EKAFTw,pizza-express-bristol-5,Pizza Express,FALSE,14,4.2,937.2526145,['Pizza'],51.454376,-2.5948026,BS1 1HT,pizza chain struggle find better pizza express particularly nice one situated old bank corn street
63,YaQy0heRz5J-TL04EKAFTw,pizza-express-bristol-5,Pizza Express,FALSE,14,4.2,937.2526145,['Pizza'],51.454376,-2.5948026,BS1 1HT,pizza express actually quite different rest walking branch feel like 're typical pizza
64,LaKVIMOBDC4GNGRkIgVZdw,giraffe-bristol,Giraffe,FALSE,17,3.6,358.2155844,['American'],51.458525,-2.584485,BS2 9AB,wonderful meal giraffe restaurant couple days earlier bath eager try restaurant chain
64,LaKVIMOBDC4GNGRkIgVZdw,giraffe-bristol,Giraffe,FALSE,17,3.6,358.2155844,['American'],51.458525,-2.584485,BS2 9AB,food mediocre best drinks scarce options would rated 3-4 stars rude staff expect
64,LaKVIMOBDC4GNGRkIgVZdw,giraffe-bristol,Giraffe,FALSE,17,3.6,358.2155844,['American'],51.458525,-2.584485,BS2 9AB,one many chained restaurants adorn top floor cabot circus giraffe prides `` family friendly '' two words send shiver
65,EhC_iiitZJnzOHOCk1Eb6g,bordeaux-quay-bristol,Bordeaux Quay,FALSE,20,3.8,1502.842432,"['Modern European', 'Brasseries']",51.44981359,-2.598876613,BS1 5UH,'d forgiven expecting much establishment strip bordeaux quay certainly breaks mould tacky bars restaurants
65,EhC_iiitZJnzOHOCk1Eb6g,bordeaux-quay-bristol,Bordeaux Quay,FALSE,20,3.8,1502.842432,"['Modern European', 'Brasseries']",51.44981359,-2.598876613,BS1 5UH,dinner colleagues impressed location canal setting deco professional staff start
65,EhC_iiitZJnzOHOCk1Eb6g,bordeaux-quay-bristol,Bordeaux Quay,FALSE,20,3.8,1502.842432,"['Modern European', 'Brasseries']",51.44981359,-2.598876613,BS1 5UH,excellent service prompt staff helpful food great loved vintage music noise level conducive quiet
66,ZhMxuwWaJHzcjq3Iv3DL2A,flinty-red-bristol-2,Flinty Red,FALSE,11,4.4,1472.027632,['Modern European'],51.4640721,-2.6080025,BS6 6LA,jon b. alludes cotham hill bit graveyard row shops restaurants come go managing gain traction endure
66,ZhMxuwWaJHzcjq3Iv3DL2A,flinty-red-bristol-2,Flinty Red,FALSE,11,4.4,1472.027632,['Modern European'],51.4640721,-2.6080025,BS6 6LA,teeny tiny restaurant clifton village place go want fine food even finer wine perfectly situated posh cotham hill
66,ZhMxuwWaJHzcjq3Iv3DL2A,flinty-red-bristol-2,Flinty Red,FALSE,11,4.4,1472.027632,['Modern European'],51.4640721,-2.6080025,BS6 6LA,small well presented eating drinking space posh clifton area bristol menu simple tasty personal favourite
67,JMdVTxv9gB73WS67BtuWyQ,spicer-cole-bristol,Spicer + Cole,FALSE,11,4.1,1179.754993,['Cafes'],51.4511723,-2.5928963,BS1 4JA,spite huge crowds lack seating opted try place eight us enjoyed everything tried team friendly
67,JMdVTxv9gB73WS67BtuWyQ,spicer-cole-bristol,Spicer + Cole,FALSE,11,4.1,1179.754993,['Cafes'],51.4511723,-2.5928963,BS1 4JA,great little cafe right old city popped around 9am started raining vibey music playing great coffee food
67,JMdVTxv9gB73WS67BtuWyQ,spicer-cole-bristol,Spicer + Cole,FALSE,11,4.1,1179.754993,['Cafes'],51.4511723,-2.5928963,BS1 4JA,posted hours 7:30 staff us wait outside 8. mocha warm would liked hot otherwise preferred 1 place little ways
68,4c7987SoMPEHa1IrNdCRTQ,planet-pizza-bristol-2,Planet Pizza,FALSE,23,3.9,1542.721829,['Pizza'],51.47489712,-2.591159424,BS7 8BG,really cool part gloucester road hit bars pizza times pizza pretty good says
68,4c7987SoMPEHa1IrNdCRTQ,planet-pizza-bristol-2,Planet Pizza,FALSE,23,3.9,1542.721829,['Pizza'],51.47489712,-2.591159424,BS7 8BG,came work funky planetary theme going pizza names decor cool importantly pizza good reasonably
68,4c7987SoMPEHa1IrNdCRTQ,planet-pizza-bristol-2,Planet Pizza,FALSE,23,3.9,1542.721829,['Pizza'],51.47489712,-2.591159424,BS7 8BG,intolerant wheat one biggest cravings comes shape pizza really miss stuff places like planet pizza
69,8NDrzeMzkwjD8SCkMo6EGA,souk-kitchen-bristol,Souk Kitchen,FALSE,9,4.7,2808.454474,"['Middle Eastern', 'Mediterranean']",51.44212922,-2.61378838,BS3 1JP,one favourite places weekend breakfast/brunch breakfast menu changes occasionally `` local '' full english always
69,8NDrzeMzkwjD8SCkMo6EGA,souk-kitchen-bristol,Souk Kitchen,FALSE,9,4.7,2808.454474,"['Middle Eastern', 'Mediterranean']",51.44212922,-2.61378838,BS3 1JP,soul kitchen busy little place north street opposite taobacco factory 'm keen slightly antiseptic utilitarian
69,8NDrzeMzkwjD8SCkMo6EGA,souk-kitchen-bristol,Souk Kitchen,FALSE,9,4.7,2808.454474,"['Middle Eastern', 'Mediterranean']",51.44212922,-2.61378838,BS3 1JP,favorite restaurant glad new one clifton live opposite side city children menu
70,NYERABcUgaVyMjpYdmIsNg,colston-yard-bristol-bristol,Colston Yard Bristol,FALSE,12,3.8,805.9757197,['Gastropubs'],51.45730947,-2.597059608,BS1 5BD,pretty basic solid boozer good respite concurred christmas steps preparing tackle st michaels hill 2 good
70,NYERABcUgaVyMjpYdmIsNg,colston-yard-bristol-bristol,Colston Yard Bristol,FALSE,12,3.8,805.9757197,['Gastropubs'],51.45730947,-2.597059608,BS1 5BD,colston yard found beaten track around corner colston hall opposite children hospital ideal seeing
70,NYERABcUgaVyMjpYdmIsNg,colston-yard-bristol-bristol,Colston Yard Bristol,FALSE,12,3.8,805.9757197,['Gastropubs'],51.45730947,-2.597059608,BS1 5BD,mmmmmmmmmmmmmm butcombe mourning loss brewery tap worry much least still sell ale new colston yard
71,mwsf9pEjL3YKAz-Q_2peyw,wagamama-bristol,Wagamama,FALSE,38,3.5,1476.868129,"['Japanese', 'Asian Fusion']",51.456491,-2.607197,BS8 1QL,glad wagamama used live boston really exclusively spots interior love minimal
71,mwsf9pEjL3YKAz-Q_2peyw,wagamama-bristol,Wagamama,FALSE,38,3.5,1476.868129,"['Japanese', 'Asian Fusion']",51.456491,-2.607197,BS8 1QL,starters one main quick rest finally arrived asking chasing finished main long arrived know things
